internal_drug_id,entity_type,status,properties
DRUG_001490,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CNCC12CCC(c3ccccc31)c1ccccc12', 'inchikey': 'GNRXCIONJWKSEA-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001540,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'O=NO', 'inchikey': 'IOVCWXUNBOPUCH-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001544,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O', 'inchikey': 'YKPUWZUDDOIDPM-VURMDHGXSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001552,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br.[Tc]', 'inchikey': 'JLJSYHOPCNWUNE-IEOVAKBOSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001561,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Fe+3]', 'inchikey': 'NPFOYSMITVOQOS-UHFFFAOYSA-K', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001562,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl', 'inchikey': 'VMZUTJCNQWMAGF-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001566,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'COc1ccc(Oc2cc(N(C)CCOc3ccc(CC4SC(=O)NC4=O)cc3)ncn2)cc1', 'inchikey': 'CHHXEZSCHQVSRE-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001567,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CC(C)(C)NCC(O)CSc1nc(-c2ccc(C(N)=O)s2)cs1', 'inchikey': 'BHIAIPWSVYSKJS-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001570,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CCCCC(C)CC(O)C=CC1C(O)CC(=O)C1CCCCC=CC(=O)O', 'inchikey': 'OJZYRQPMEIEQFC-UAWLTFRCSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001577,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1', 'inchikey': 'XVGOZDAJGBALKS-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001581,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1', 'inchikey': 'ZKFQEACEUNWPMT-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001582,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1', 'inchikey': 'QZVNQOLPLYWLHQ-ZEQKJWHPSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001583,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1', 'inchikey': 'KJEBULYHNRNJTE-DHZHZOJOSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001584,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1', 'inchikey': 'NSVFSAJIGAJDMR-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001589,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'Cc1ccc2c(c1)c1c3n2CCNC3CCC1', 'inchikey': 'IWVRVEIKCBFZNF-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001590,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'Cc1cccc(N2CC(CO)OC2=O)c1', 'inchikey': 'MXUNKHLAEDCYJL-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001592,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'O=c1cc(O)c(Cl)c[nH]1', 'inchikey': 'ZPLQIPFOCGIIHV-UHFFFAOYSA-N', 'name_source': 'none', 'name_resolution_status': 'NO_NAME_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001593,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1', 'inchikey': 'SQKXYSGRELMAAU-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001595,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'N#Cc1c(N(CC(=O)[O-])CC(=O)[O-])sc(C(=O)[O-])c1CC(=O)[O-].[Sr+2].[Sr+2]', 'inchikey': 'XXUZFRDUEGQHOV-UHFFFAOYSA-J', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001600,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O', 'inchikey': 'HWXIGFIVGWUZAO-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001606,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1', 'inchikey': 'AMEROGPZOLAFBN-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001610,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CCN(CC)c1cc(C)nc2ncnn12', 'inchikey': 'GSNOZLZNQMLSKJ-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001613,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1', 'inchikey': 'QTGAJCQTLIRCFL-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001615,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'Cn1cc(C(=O)C2CCc3[nH]cnc3C2)c2ccccc21', 'inchikey': 'NTHPAPBPFQJABD-LLVKDONJSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001626,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O.CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O.O.O.O.O.c1ccc(CNCCNCc2ccccc2)cc1', 'inchikey': 'WIDKTXGNSOORHA-CJHXQPGBSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001629,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'COC(CNC(=O)c1ccccc1OCC(=O)O)C[Hg]O', 'inchikey': 'HQRSUIDICNOLPX-UHFFFAOYSA-M', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001630,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC', 'inchikey': 'CAJIGINSTLKQMM-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001634,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C.O.O=S(=O)(O)c1ccc2ccccc2c1', 'inchikey': 'GBKONKCASNNUQD-VGHSCWAPSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001640,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'O=S(O)(O)=S', 'inchikey': 'DHCDFWKWKRSZHF-UHFFFAOYSA-N', 'name_source': 'none', 'name_resolution_status': 'NO_NAME_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001649,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CC(C)(N)CO.Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O', 'inchikey': 'ATOTUUBRFJHZQG-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001676,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1', 'inchikey': 'WUZYKBABMWJHDL-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001681,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CCC12C=CCN3CCC4(c5cc(C6(C(=O)OC)CC7CC(C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)C4C(O)(C(=O)OC)C1OC(C)=O)C32', 'inchikey': 'NMDYYWFGPIMTKO-KLCPSUAYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001686,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'C#Cc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCOCCO4)c1', 'inchikey': 'QQLKULDARVNMAL-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001704,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1', 'inchikey': 'FTLDJPRFCGDUFH-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001705,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1', 'inchikey': 'MQQNFDZXWVTQEH-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001709,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'N->[Pt]1(<-N)OCC(=O)O1', 'inchikey': nan, 'name_source': 'none', 'name_resolution_status': 'NO_NAME_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001713,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'C=CCOc1ccc(CC(=O)O)cc1Cl', 'inchikey': 'ARHWPKZXBHOEEE-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001726,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'twosides_only', 'canonical_smiles': 'C[N+](C)(C)CC(O)CC(=O)O', 'inchikey': 'PHIQHXFUZVPYII-UHFFFAOYSA-O', 'name_source': 'pubchem_cid_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001728,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'twosides_only', 'canonical_smiles': 'OCC1OC(O)C(O)C(O)C1O', 'inchikey': 'WQZGKKKJIJFFOK-UHFFFAOYSA-N', 'name_source': 'pubchem_cid_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001730,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'twosides_only', 'canonical_smiles': 'CC(=O)NC(CS)C(=O)O', 'inchikey': 'PWKSKIMOESPYIA-UHFFFAOYSA-N', 'name_source': 'pubchem_cid_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001731,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'twosides_only', 'canonical_smiles': 'O=S(=O)(O)CCS', 'inchikey': 'ZNEWHQLOPFWXOF-UHFFFAOYSA-N', 'name_source': 'pubchem_cid_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001732,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'twosides_only', 'canonical_smiles': 'CC(=O)NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(C(=O)O)C(OC3OC(CO)C(OC4OC(C(=O)O)C(O)C(O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3NS(=O)(=O)O)C(O)C2OS(=O)(=O)O)C1O', 'inchikey': 'HTTJABKRGRZYRN-UHFFFAOYSA-N', 'name_source': 'pubchem_cid_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001733,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'twosides_only', 'canonical_smiles': 'O=C([O-])c1cccnc1', 'inchikey': 'PVNIIMVLHYAWGP-UHFFFAOYSA-M', 'name_source': 'pubchem_cid_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001735,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'twosides_only', 'canonical_smiles': 'Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O', 'inchikey': 'IQFYYKKMVGJFEH-UHFFFAOYSA-N', 'name_source': 'pubchem_cid_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001736,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'twosides_only', 'canonical_smiles': 'COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC([NH3+])C(O)C(C)O1', 'inchikey': 'AOJJSUZBOXZQNB-UHFFFAOYSA-O', 'name_source': 'pubchem_cid_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001737,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'twosides_only', 'canonical_smiles': 'CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC[NH+](CC)CC)c(I)c1', 'inchikey': 'IYIKLHRQXLHMJQ-UHFFFAOYSA-O', 'name_source': 'pubchem_cid_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
