internal_drug_id,entity_type,source_membership,canonical_smiles,inchikey
DRUG_000894,CONFIRMED_INTEGRATED_ENTITY,both,CC12C=CC(=O)NC1CCC1C2CCC2(C)C(C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CCC12,JWJOTENAMICLJG-QWBYCMEYSA-N
DRUG_000895,CONFIRMED_INTEGRATED_ENTITY,both,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,LEZWWPYKPKIXLL-UHFFFAOYSA-N
DRUG_000896,CONFIRMED_INTEGRATED_ENTITY,both,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,LKJPYSCBVHEWIU-UHFFFAOYSA-N
DRUG_000897,CONFIRMED_INTEGRATED_ENTITY,both,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,YREYEVIYCVEVJK-UHFFFAOYSA-N
DRUG_000898,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CCOC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,FNPXMHRZILFCKX-KAJVQRHHSA-N
DRUG_000899,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,SSOLNOMRVKKSON-UHFFFAOYSA-N
DRUG_000900,CONFIRMED_INTEGRATED_ENTITY,both,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,HYAFETHFCAUJAY-UHFFFAOYSA-N
DRUG_000901,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,DKJJVAGXPKPDRL-UHFFFAOYSA-N
DRUG_000902,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,GBLRQXKSCRCLBZ-UHFFFAOYSA-N
DRUG_000903,CONFIRMED_INTEGRATED_ENTITY,both,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,OGHNVEJMJSYVRP-UHFFFAOYSA-N
DRUG_000904,AMBIGUOUS_MAPPING_COMPONENT,drugbank_only,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,GSDSWSVVBLHKDQ-JTQLQIEISA-N
DRUG_000905,AMBIGUOUS_MAPPING_COMPONENT,drugbank_only,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,GSDSWSVVBLHKDQ-UHFFFAOYSA-N
DRUG_000906,AMBIGUOUS_MAPPING_COMPONENT,twosides_only,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,GSDSWSVVBLHKDQ-UHFFFAOYSA-N
DRUG_000907,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,MBGGBVCUIVRRBF-UHFFFAOYSA-N
DRUG_000908,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,UQLLWWBDSUHNEB-CZUORRHYSA-N
DRUG_000909,CONFIRMED_INTEGRATED_ENTITY,both,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,BOEGTKLJZSQCCD-UEKVPHQBSA-N
DRUG_000910,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)NC4CC(O)C(O)NC(=O)C5C(O)C(C)CN5C(=O)C(C(O)CC(N)=O)NC(=O)C(C(O)C(O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)C5CC(O)CN5C(=O)C(C(C)O)NC4=O)cc3)no2)cc1,PIEUQSKUWLMALL-YABMTYFHSA-N
DRUG_000911,CONFIRMED_INTEGRATED_ENTITY,both,CN(C)CCC=C1c2ccccc2COc2ccccc21,ODQWQRRAPPTVAG-UHFFFAOYSA-N
DRUG_000912,CONFIRMED_INTEGRATED_ENTITY,both,NCCCNCCSP(=O)(O)O,JKOQGQFVAUAYPM-UHFFFAOYSA-N
DRUG_000913,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,GJQPMPFPNINLKP-UHFFFAOYSA-N
DRUG_000914,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,LQOLIRLGBULYKD-JKIFEVAISA-N
DRUG_000915,CONFIRMED_INTEGRATED_ENTITY,both,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,VRBKIVRKKCLPHA-UHFFFAOYSA-N
DRUG_000916,CONFIRMED_INTEGRATED_ENTITY,both,CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,WDLWHQDACQUCJR-PBFPGSCMSA-N
DRUG_000917,CONFIRMED_INTEGRATED_ENTITY,both,CNCCCN1c2ccccc2CCc2ccccc21,HCYAFALTSJYZDH-UHFFFAOYSA-N
DRUG_000918,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,JLGKQTAYUIMGRK-UHFFFAOYSA-N
DRUG_000919,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,XLOMZPUITCYLMJ-UHFFFAOYSA-N
DRUG_000920,CONFIRMED_INTEGRATED_ENTITY,both,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,ZRCVYEYHRGVLOC-HYARGMPZSA-N
DRUG_000921,CONFIRMED_INTEGRATED_ENTITY,both,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,SNPPWIUOZRMYNY-UHFFFAOYSA-N
DRUG_000922,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,NOYPYLRCIDNJJB-UHFFFAOYSA-N
DRUG_000923,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC[N+](C)(C)Cc1ccccc1Br,AAQOQKQBGPPFNS-UHFFFAOYSA-N
DRUG_000924,CONFIRMED_INTEGRATED_ENTITY,both,FC(F)(F)C(Cl)Br,BCQZXOMGPXTTIC-UHFFFAOYSA-N
DRUG_000925,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O.NC(CO)(CO)CO,IYGXEHDCSOYNKY-RZHHZEQLSA-N
DRUG_000926,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,VDANGULDQQJODZ-UHFFFAOYSA-N
DRUG_000927,CONFIRMED_INTEGRATED_ENTITY,both,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,VCKUSRYTPJJLNI-UHFFFAOYSA-N
DRUG_000928,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,[Ca+2].[Cl-].[Cl-],UXVMQQNJUSDDNG-UHFFFAOYSA-L
DRUG_000929,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,RRGUKTPIGVIEKM-UHFFFAOYSA-N
DRUG_000930,CONFIRMED_INTEGRATED_ENTITY,both,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,VHVPQPYKVGDNFY-ZPGVKDDISA-N
DRUG_000931,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CNNCc1ccc(C(=O)NC(C)C)cc1,CPTBDICYNRMXFX-UHFFFAOYSA-N
DRUG_000932,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,O=[As]O[As]=O,IKWTVSLWAPBBKU-UHFFFAOYSA-N
DRUG_000933,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,NC(N)=NCCN1CCCCCCC1,ACGDKVXYNVEAGU-UHFFFAOYSA-N
DRUG_000934,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,YHXISWVBGDMDLQ-UHFFFAOYSA-N
DRUG_000935,CONFIRMED_INTEGRATED_ENTITY,both,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,SBUJHOSQTJFQJX-NOAMYHISSA-N
DRUG_000936,CONFIRMED_INTEGRATED_ENTITY,both,Cc1ccccc1C(OCCN(C)C)c1ccccc1,QVYRGXJJSLMXQH-UHFFFAOYSA-N
DRUG_000937,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,DDBREPKUVSBGFI-UHFFFAOYSA-N
DRUG_000938,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,UVKZSORBKUEBAZ-UHFFFAOYSA-N
DRUG_000939,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O,XDXDZDZNSLXDNA-TZNDIEGXSA-N
DRUG_000940,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,WEQAYVWKMWHEJO-UHFFFAOYSA-N
DRUG_000941,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,YJGVMLPVUAXIQN-XVVDYKMHSA-N
DRUG_000942,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)C1OC,SZLZWPPUNLXJEA-LAFLMMDJSA-N
DRUG_000943,CONFIRMED_INTEGRATED_ENTITY,both,O=P1(NCCCl)OCCCN1CCCl,HOMGKSMUEGBAAB-UHFFFAOYSA-N
DRUG_000944,CONFIRMED_INTEGRATED_ENTITY,both,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,JWHAUXFOSRPERK-UHFFFAOYSA-N
DRUG_000945,CONFIRMED_INTEGRATED_ENTITY,both,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,UZHSEJADLWPNLE-GRGSLBFTSA-N
DRUG_000946,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,FGXWKSZFVQUSTL-UHFFFAOYSA-N
DRUG_000947,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,YLRFCQOZQXIBAB-RBZZARIASA-N
DRUG_000948,CONFIRMED_INTEGRATED_ENTITY,both,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,YEHCICAEULNIGD-MZMPZRCHSA-N
DRUG_000949,CONFIRMED_INTEGRATED_ENTITY,both,Cc1cc(C2CCCCC2)n(O)c(=O)c1,SCKYRAXSEDYPSA-UHFFFAOYSA-N
DRUG_000950,CONFIRMED_INTEGRATED_ENTITY,both,FC(F)OC(F)C(F)(F)F,DPYMFVXJLLWWEU-UHFFFAOYSA-N
DRUG_000951,CONFIRMED_INTEGRATED_ENTITY,both,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,KDLRVYVGXIQJDK-NOWPCOIGSA-N
DRUG_000952,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CCNC(C)Cc1cccc(C(F)(F)F)c1,DBGIVFWFUFKIQN-VIFPVBQESA-N
DRUG_000953,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,UQCNKQCJZOAFTQ-ISWURRPUSA-N
DRUG_000954,CONFIRMED_INTEGRATED_ENTITY,both,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,GOEMGAFJFRBGGG-UHFFFAOYSA-N
DRUG_000955,CONFIRMED_INTEGRATED_ENTITY,both,CCNC1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,HCRKCZRJWPKOAR-JTQLQIEISA-N
DRUG_000956,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,DJBNUMBKLMJRSA-UHFFFAOYSA-N
DRUG_000957,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2O,FRPJXPJMRWBBIH-RBRWEJTLSA-N
DRUG_000958,CONFIRMED_INTEGRATED_ENTITY,both,CC(CS)C(=O)N1CCCC1C(=O)O,FAKRSMQSSFJEIM-RQJHMYQMSA-N
DRUG_000959,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-URLMMPGGSA-O
DRUG_000960,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]c(Br)c(c56)CC4N(C)C3)(C(C)C)C(=O)N12,OZVBMTJYIDMWIL-AYFBDAFISA-N
DRUG_000961,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,WDZCUPBHRAEYDL-GZAUEHORSA-N
DRUG_000962,CONFIRMED_INTEGRATED_ENTITY,both,CCC(C(N)=O)N1CCCC1=O,HPHUVLMMVZITSG-LURJTMIESA-N
DRUG_000963,CONFIRMED_INTEGRATED_ENTITY,both,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,VWPOSFSPZNDTMJ-UCWKZMIHSA-N
DRUG_000964,CONFIRMED_INTEGRATED_ENTITY,both,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,KKZJGLLVHKMTCM-UHFFFAOYSA-N
DRUG_000965,CONFIRMED_INTEGRATED_ENTITY,both,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,OFBIFZUFASYYRE-UHFFFAOYSA-N
DRUG_000966,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,O=NN(CCCl)C(=O)NC1CCCCC1,GQYIWUVLTXOXAJ-UHFFFAOYSA-N
DRUG_000967,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,O=C(O)CCCCON=C(c1cccnc1)c1cccc(C(F)(F)F)c1,GLLPUTYLZIKEGF-HAVVHWLPSA-N
DRUG_000968,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1,DZZWHBIBMUVIIW-DTORHVGOSA-N
DRUG_000969,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC12CCCCCC(Cc3ccc(O)cc31)C2N,VTMVHDZWSFQSQP-VBNZEHGJSA-N
DRUG_000970,CONFIRMED_INTEGRATED_ENTITY,both,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,IXHBTMCLRNMKHZ-LBPRGKRZSA-N
DRUG_000971,CONFIRMED_INTEGRATED_ENTITY,both,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,AGOYDEPGAOXOCK-KCBOHYOISA-N
DRUG_000972,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(N)n1,VAAUVRVFOQPIGI-SPQHTLEESA-N
DRUG_000973,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,Cc1cn[nH]c1,RIKMMFOAQPJVMX-UHFFFAOYSA-N
DRUG_000974,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,BQIPXWYNLPYNHW-UHFFFAOYSA-N
DRUG_000975,CONFIRMED_INTEGRATED_ENTITY,both,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,CDCHDCWJMGXXRH-UHFFFAOYSA-N
DRUG_000976,CONFIRMED_INTEGRATED_ENTITY,both,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,DBEPLOCGEIEOCV-WSBQPABSSA-N
DRUG_000977,CONFIRMED_INTEGRATED_ENTITY,both,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,YBBLVLTVTVSKRW-UHFFFAOYSA-N
DRUG_000978,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,FOHHNHSLJDZUGQ-UHFFFAOYSA-N
DRUG_000979,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,OZOMQRBLCMDCEG-VIZOYTHASA-N
DRUG_000980,CONFIRMED_INTEGRATED_ENTITY,both,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,NZCRJKRKKOLAOJ-XRCRFVBUSA-N
DRUG_000981,CONFIRMED_INTEGRATED_ENTITY,both,CNC1(c2ccccc2Cl)CCCCC1=O,YQEZLKZALYSWHR-UHFFFAOYSA-N
DRUG_000982,CONFIRMED_INTEGRATED_ENTITY,both,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,VOVIALXJUBGFJZ-KWVAZRHASA-N
DRUG_000983,CONFIRMED_INTEGRATED_ENTITY,both,Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN,FQPFAHBPWDRTLU-UHFFFAOYSA-N
DRUG_000984,CONFIRMED_INTEGRATED_ENTITY,both,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,URKOMYMAXPYINW-UHFFFAOYSA-N
DRUG_000985,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,COc1cc2c(cc1OC)C(Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CCC=CCCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3C1Cc1cc(OC)c(OC)c(OC)c1)CC2,ILVYCEVXHALBSC-OTBYEXOQSA-N
DRUG_000986,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,XBMIVRRWGCYBTQ-AVRDEDQJSA-N
DRUG_000987,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,PJWPNDMDCLXCOM-UHFFFAOYSA-N
DRUG_000988,CONFIRMED_INTEGRATED_ENTITY,both,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,RCINICONZNJXQF-MZXODVADSA-N
DRUG_000989,CONFIRMED_INTEGRATED_ENTITY,both,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,QWAXKHKRTORLEM-UGJKXSETSA-N
DRUG_000990,CONFIRMED_INTEGRATED_ENTITY,both,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,TTWJBBZEZQICBI-UHFFFAOYSA-N
DRUG_000991,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,NC(Cc1ccc(O)c(O)c1)C(=O)O,WTDRDQBEARUVNC-LURJTMIESA-N
DRUG_000992,CONFIRMED_INTEGRATED_ENTITY,both,FCOC(C(F)(F)F)C(F)(F)F,DFEYYRMXOJXZRJ-UHFFFAOYSA-N
DRUG_000993,CONFIRMED_INTEGRATED_ENTITY,both,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,CEUORZQYGODEFX-UHFFFAOYSA-N
DRUG_000994,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,WSPOMRSOLSGNFJ-AUWJEWJLSA-N
DRUG_000995,CONFIRMED_INTEGRATED_ENTITY,both,CCCCCC(O)C=CC1C(O)CC2OC(=CCCCC(=O)O)CC21,KAQKFAOMNZTLHT-OZUDYXHBSA-N
DRUG_000996,CONFIRMED_INTEGRATED_ENTITY,both,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,HEMJJKBWTPKOJG-UHFFFAOYSA-N
DRUG_000997,CONFIRMED_INTEGRATED_ENTITY,both,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,GDLIGKIOYRNHDA-UHFFFAOYSA-N
DRUG_000998,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,Oc1c(Cl)cc(Cl)c2cccnc12,WDFKMLRRRCGAKS-UHFFFAOYSA-N
DRUG_000999,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,UIEATEWHFDRYRU-UHFFFAOYSA-N
DRUG_001000,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,MTCUAOILFDZKCO-UHFFFAOYSA-N
DRUG_001001,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,ZZHLYYDVIOPZBE-UHFFFAOYSA-N
DRUG_001002,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,Cc1cc(C(=O)NNCc2ccccc2)no1,XKFPYPQQHFEXRZ-UHFFFAOYSA-N
DRUG_001003,CONFIRMED_INTEGRATED_ENTITY,both,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,ZDZOTLJHXYCWBA-VCVYQWHSSA-N
DRUG_001004,CONFIRMED_INTEGRATED_ENTITY,both,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,NBQNWMBBSKPBAY-UHFFFAOYSA-N
DRUG_001005,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,O=C(O)c1cc(N=Nc2ccc(O)c(C(=O)O)c2)ccc1O,QQBDLJCYGRGAKP-FOCLMDBBSA-N
DRUG_001006,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,LLJFMFZYVVLQKT-UHFFFAOYSA-N
DRUG_001007,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,O=C(O)C(CC(=O)N1CC2CCCCC2C1)Cc1ccccc1,WPGGHFDDFPHPOB-BBWFWOEESA-N
DRUG_001008,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,WVVSZNPYNCNODU-XTQGRXLLSA-N
DRUG_001009,CONFIRMED_INTEGRATED_ENTITY,both,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,ZBNZXTGUTAYRHI-UHFFFAOYSA-N
DRUG_001010,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC(Cc1ccccc1)NC(=O)C(N)CCCCN,VOBHXZCDAVEXEY-JSGCOSHPSA-N
DRUG_001011,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,C=CC1(C)CC(OC(=O)CSC2CC3CCC(C2)N3C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,STZYTFJPGGDRJD-NHUWBDDWSA-N
DRUG_001012,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,BCFGMOOMADDAQU-UHFFFAOYSA-N
DRUG_001013,CONFIRMED_INTEGRATED_ENTITY,both,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,WBGKWQHBNHJJPZ-LECWWXJVSA-N
DRUG_001014,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,MFFMDFFZMYYVKS-SECBINFHSA-N
DRUG_001015,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1,XAUDJQYHKZQPEU-KVQBGUIXSA-N
DRUG_001016,CONFIRMED_INTEGRATED_ENTITY,both,CCC(C(C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,RAGOYPUPXAKGKH-XAKZXMRKSA-N
DRUG_001017,CONFIRMED_INTEGRATED_ENTITY,both,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,CJBJHOAVZSMMDJ-HEXNFIEUSA-N
DRUG_001018,CONFIRMED_INTEGRATED_ENTITY,both,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,PMXMIIMHBWHSKN-UHFFFAOYSA-N
DRUG_001019,CONFIRMED_INTEGRATED_ENTITY,both,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,WINHZLLDWRZWRT-ATVHPVEESA-N
DRUG_001020,CONFIRMED_INTEGRATED_ENTITY,both,c1cnc2cc3c(cc2n1)C1CNCC3C1,JQSHBVHOMNKWFT-UHFFFAOYSA-N
