internal_drug_id,source_dataset,source_drug_id,mapping_confidence
DRUG_000692,drugbank,DB00903,HIGH_EXACT
DRUG_000692,twosides,CID000003278,HIGH_EXACT
DRUG_000693,drugbank,DB00904,HIGH_EXACT
DRUG_000693,twosides,CID000004595,HIGH_EXACT
DRUG_000694,drugbank,DB00905,MEDIUM_CANONICAL
DRUG_000694,twosides,CID005311027,MEDIUM_CANONICAL
DRUG_000695,drugbank,DB00906,MEDIUM_CANONICAL
DRUG_000695,twosides,CID000005466,MEDIUM_CANONICAL
DRUG_000696,drugbank,DB00907,unmapped
DRUG_000697,drugbank,DB00909,HIGH_EXACT
DRUG_000697,twosides,CID000005734,HIGH_EXACT
DRUG_000698,drugbank,DB00910,MEDIUM_CANONICAL
DRUG_000698,twosides,CID005281104,MEDIUM_CANONICAL
DRUG_000699,drugbank,DB00911,unmapped
DRUG_000700,drugbank,DB00912,MEDIUM_CANONICAL
DRUG_000700,twosides,CID000004547,MEDIUM_CANONICAL
DRUG_000701,drugbank,DB00914,unmapped
DRUG_000702,drugbank,DB00915,HIGH_EXACT
DRUG_000702,twosides,CID000002130,HIGH_EXACT
DRUG_000703,drugbank,DB00916,HIGH_EXACT
DRUG_000703,twosides,CID000004173,HIGH_EXACT
DRUG_000704,drugbank,DB00917,MEDIUM_CANONICAL
DRUG_000704,twosides,CID000000158,MEDIUM_CANONICAL
DRUG_000705,drugbank,DB00918,HIGH_EXACT
DRUG_000705,twosides,CID000123606,HIGH_EXACT
DRUG_000706,drugbank,DB00919,unmapped
DRUG_000707,drugbank,DB00920,HIGH_EXACT
DRUG_000707,twosides,CID000003827,HIGH_EXACT
DRUG_000708,drugbank,DB00921,MEDIUM_CANONICAL
DRUG_000708,twosides,CID000002476,MEDIUM_CANONICAL
DRUG_000709,drugbank,DB00922,unmapped
DRUG_000710,drugbank,DB00923,unmapped
DRUG_000711,drugbank,DB00924,HIGH_EXACT
DRUG_000711,twosides,CID000002895,HIGH_EXACT
DRUG_000712,drugbank,DB00925,unmapped
DRUG_000713,drugbank,DB00927,HIGH_EXACT
DRUG_000713,twosides,CID000003325,HIGH_EXACT
DRUG_000714,drugbank,DB00928,unmapped
DRUG_000715,drugbank,DB00929,MEDIUM_CANONICAL
DRUG_000715,twosides,CID004183806,MEDIUM_CANONICAL
DRUG_000716,drugbank,DB00931,unmapped
DRUG_000717,drugbank,DB00932,unmapped
DRUG_000718,drugbank,DB00933,unmapped
DRUG_000719,drugbank,DB00934,HIGH_EXACT
DRUG_000719,twosides,CID000004011,HIGH_EXACT
DRUG_000720,drugbank,DB00935,unmapped
DRUG_000721,drugbank,DB00936,unmapped
DRUG_000722,drugbank,DB00937,unmapped
DRUG_000723,drugbank,DB00938,HIGH_EXACT
DRUG_000723,twosides,CID000005152,HIGH_EXACT
DRUG_000724,drugbank,DB00939,unmapped
DRUG_000725,drugbank,DB00940,unmapped
DRUG_000726,drugbank,DB00943,unmapped
DRUG_000727,drugbank,DB00944,unmapped
DRUG_000728,drugbank,DB00945,HIGH_EXACT
DRUG_000728,twosides,CID000002244,HIGH_EXACT
DRUG_000729,drugbank,DB00946,unmapped
DRUG_000730,drugbank,DB00947,MEDIUM_CANONICAL
DRUG_000730,twosides,CID000104741,MEDIUM_CANONICAL
DRUG_000731,drugbank,DB00948,unmapped
DRUG_000732,drugbank,DB00949,unmapped
DRUG_000733,drugbank,DB00950,HIGH_EXACT
DRUG_000733,twosides,CID000003348,HIGH_EXACT
DRUG_000734,drugbank,DB00951,HIGH_EXACT
DRUG_000734,twosides,CID000003767,HIGH_EXACT
DRUG_000735,drugbank,DB00952,HIGH_EXACT
DRUG_000735,twosides,CID000004440,HIGH_EXACT
DRUG_000736,drugbank,DB00953,HIGH_EXACT
DRUG_000736,twosides,CID000005078,HIGH_EXACT
DRUG_000737,drugbank,DB00954,unmapped
DRUG_000738,drugbank,DB00955,unmapped
DRUG_000739,drugbank,DB00956,unmapped
DRUG_000740,drugbank,DB00957,unmapped
DRUG_000741,drugbank,DB00958,unmapped
DRUG_000742,drugbank,DB00959,MEDIUM_CANONICAL
DRUG_000742,twosides,CID000004159,MEDIUM_CANONICAL
DRUG_000743,drugbank,DB00960,HIGH_EXACT
DRUG_000743,twosides,CID000004828,HIGH_EXACT
DRUG_000744,drugbank,DB00961,unmapped
DRUG_000745,drugbank,DB00962,HIGH_EXACT
DRUG_000745,twosides,CID000005719,HIGH_EXACT
DRUG_000746,drugbank,DB00963,unmapped
DRUG_000747,drugbank,DB00964,unmapped
DRUG_000748,drugbank,DB00966,HIGH_EXACT
DRUG_000748,twosides,CID000065999,HIGH_EXACT
DRUG_000749,drugbank,DB00967,HIGH_EXACT
DRUG_000749,twosides,CID000124087,HIGH_EXACT
DRUG_000750,drugbank,DB00968,MEDIUM_CANONICAL
DRUG_000750,twosides,CID000004138,MEDIUM_CANONICAL
DRUG_000751,drugbank,DB00969,HIGH_EXACT
DRUG_000751,twosides,CID000002099,HIGH_EXACT
DRUG_000752,drugbank,DB00970,MEDIUM_CANONICAL
DRUG_000752,twosides,CID000002019,MEDIUM_CANONICAL
DRUG_000753,drugbank,DB00972,HIGH_EXACT
DRUG_000753,twosides,CID000002267,HIGH_EXACT
DRUG_000754,drugbank,DB00973,MEDIUM_CANONICAL
DRUG_000754,twosides,CID000150311,MEDIUM_CANONICAL
DRUG_000755,drugbank,DB00974,unmapped
DRUG_000756,drugbank,DB00975,HIGH_EXACT
DRUG_000756,twosides,CID000003108,HIGH_EXACT
DRUG_000757,drugbank,DB00976,MEDIUM_CANONICAL
DRUG_000757,twosides,CID003002190,MEDIUM_CANONICAL
DRUG_000758,drugbank,DB00977,unmapped
DRUG_000759,drugbank,DB00978,unmapped
DRUG_000760,drugbank,DB00979,unmapped
DRUG_000761,drugbank,DB00980,unmapped
DRUG_000762,drugbank,DB00981,unmapped
DRUG_000763,drugbank,DB00983,ambiguous
DRUG_000764,drugbank,DB01274,ambiguous
DRUG_000765,twosides,CID000003410,ambiguous
DRUG_000766,drugbank,DB00985,unmapped
DRUG_000767,drugbank,DB00986,HIGH_EXACT
DRUG_000767,twosides,CID000003494,HIGH_EXACT
DRUG_000768,drugbank,DB00987,MEDIUM_CANONICAL
DRUG_000768,twosides,CID000000596,MEDIUM_CANONICAL
DRUG_000769,drugbank,DB00988,unmapped
DRUG_000770,drugbank,DB00989,MEDIUM_CANONICAL
DRUG_000770,twosides,CID000005077,MEDIUM_CANONICAL
DRUG_000771,drugbank,DB00990,MEDIUM_CANONICAL
DRUG_000771,twosides,CID000060198,MEDIUM_CANONICAL
DRUG_000772,drugbank,DB00991,HIGH_EXACT
DRUG_000772,twosides,CID000004614,HIGH_EXACT
DRUG_000773,drugbank,DB00992,unmapped
DRUG_000774,drugbank,DB00993,HIGH_EXACT
DRUG_000774,twosides,CID000002265,HIGH_EXACT
DRUG_000775,drugbank,DB00996,HIGH_EXACT
DRUG_000775,twosides,CID000003446,HIGH_EXACT
DRUG_000776,drugbank,DB00997,unmapped
DRUG_000777,drugbank,DB00998,MEDIUM_CANONICAL
DRUG_000777,twosides,CID000077992,MEDIUM_CANONICAL
DRUG_000778,drugbank,DB00999,HIGH_EXACT
DRUG_000778,twosides,CID000003639,HIGH_EXACT
DRUG_000779,drugbank,DB01000,unmapped
DRUG_000780,drugbank,DB01001,ambiguous
DRUG_000781,drugbank,DB13139,ambiguous
DRUG_000782,twosides,CID000002083,ambiguous
DRUG_000783,drugbank,DB01004,HIGH_INCHIKEY
DRUG_000783,twosides,CID000003454,HIGH_INCHIKEY
DRUG_000784,drugbank,DB01005,HIGH_EXACT
DRUG_000784,twosides,CID000003657,HIGH_EXACT
DRUG_000785,drugbank,DB01006,HIGH_EXACT
DRUG_000785,twosides,CID000003902,HIGH_EXACT
DRUG_000786,drugbank,DB01007,HIGH_EXACT
DRUG_000786,twosides,CID000005482,HIGH_EXACT
DRUG_000787,drugbank,DB01008,HIGH_EXACT
DRUG_000787,twosides,CID000002478,HIGH_EXACT
DRUG_000788,drugbank,DB01009,ambiguous
DRUG_000789,drugbank,DB09214,ambiguous
DRUG_000790,twosides,CID000003825,ambiguous
DRUG_000791,drugbank,DB01010,unmapped
DRUG_000792,drugbank,DB01011,unmapped
DRUG_000793,drugbank,DB01012,MEDIUM_CANONICAL
DRUG_000793,twosides,CID000156419,MEDIUM_CANONICAL
DRUG_000794,drugbank,DB01013,unmapped
DRUG_000795,drugbank,DB01014,unmapped
DRUG_000796,drugbank,DB01015,unmapped
DRUG_000797,drugbank,DB01016,HIGH_EXACT
DRUG_000797,twosides,CID000003488,HIGH_EXACT
DRUG_000798,drugbank,DB01017,unmapped
DRUG_000799,drugbank,DB01018,unmapped
DRUG_000800,drugbank,DB01019,HIGH_EXACT
DRUG_000800,twosides,CID000002370,HIGH_EXACT
DRUG_000801,drugbank,DB01020,MEDIUM_CANONICAL
DRUG_000801,twosides,CID000027661,MEDIUM_CANONICAL
DRUG_000802,drugbank,DB01021,unmapped
DRUG_000803,drugbank,DB01022,MEDIUM_CANONICAL
DRUG_000803,twosides,CID000004812,MEDIUM_CANONICAL
DRUG_000804,drugbank,DB01023,HIGH_EXACT
DRUG_000804,twosides,CID000003333,HIGH_EXACT
DRUG_000805,drugbank,DB01024,unmapped
DRUG_000806,drugbank,DB01026,HIGH_EXACT
DRUG_000806,twosides,CID000003823,HIGH_EXACT
DRUG_000807,drugbank,DB01028,unmapped
DRUG_000808,drugbank,DB01029,HIGH_EXACT
DRUG_000808,twosides,CID000003749,HIGH_EXACT
DRUG_000809,drugbank,DB01030,MEDIUM_CANONICAL
DRUG_000809,twosides,CID000005515,MEDIUM_CANONICAL
DRUG_000810,drugbank,DB01032,HIGH_EXACT
DRUG_000810,twosides,CID000004911,HIGH_EXACT
DRUG_000811,drugbank,DB01033,HIGH_EXACT
DRUG_000811,twosides,CID000667490,HIGH_EXACT
DRUG_000812,drugbank,DB01034,unmapped
DRUG_000813,drugbank,DB01035,HIGH_EXACT
DRUG_000813,twosides,CID000004913,HIGH_EXACT
DRUG_000814,drugbank,DB01036,MEDIUM_CANONICAL
DRUG_000814,twosides,CID000005512,MEDIUM_CANONICAL
DRUG_000815,drugbank,DB01037,MEDIUM_CANONICAL
DRUG_000815,twosides,CID000005195,MEDIUM_CANONICAL
DRUG_000816,drugbank,DB01039,HIGH_EXACT
DRUG_000816,twosides,CID000003339,HIGH_EXACT
DRUG_000817,drugbank,DB01041,HIGH_EXACT
DRUG_000817,twosides,CID000005426,HIGH_EXACT
DRUG_000818,drugbank,DB01042,MEDIUM_CANONICAL
DRUG_000818,twosides,CID000004053,MEDIUM_CANONICAL
DRUG_000819,drugbank,DB01043,HIGH_EXACT
DRUG_000819,twosides,CID000004054,HIGH_EXACT
DRUG_000820,drugbank,DB01044,HIGH_EXACT
DRUG_000820,twosides,CID000005379,HIGH_EXACT
DRUG_000821,drugbank,DB01045,unmapped
DRUG_000822,drugbank,DB01046,unmapped
DRUG_000823,drugbank,DB01047,MEDIUM_CANONICAL
DRUG_000823,twosides,CID000003382,MEDIUM_CANONICAL
DRUG_000824,drugbank,DB01048,MEDIUM_CANONICAL
DRUG_000824,twosides,CID000001971,MEDIUM_CANONICAL
DRUG_000825,drugbank,DB01050,HIGH_EXACT
DRUG_000825,twosides,CID000003672,HIGH_EXACT
DRUG_000826,drugbank,DB01051,unmapped
DRUG_000827,drugbank,DB01053,MEDIUM_CANONICAL
DRUG_000827,twosides,CID000002349,MEDIUM_CANONICAL
DRUG_000828,drugbank,DB01054,unmapped
DRUG_000829,drugbank,DB01057,unmapped
DRUG_000830,drugbank,DB01058,unmapped
DRUG_000831,drugbank,DB01059,HIGH_EXACT
DRUG_000831,twosides,CID000004539,HIGH_EXACT
DRUG_000832,drugbank,DB01060,MEDIUM_CANONICAL
DRUG_000832,twosides,CID000002171,MEDIUM_CANONICAL
DRUG_000833,drugbank,DB01061,unmapped
DRUG_000834,drugbank,DB01062,HIGH_EXACT
DRUG_000834,twosides,CID000004634,HIGH_EXACT
DRUG_000835,drugbank,DB01063,unmapped
DRUG_000836,drugbank,DB01064,unmapped
DRUG_000837,drugbank,DB01065,unmapped
DRUG_000838,drugbank,DB01066,MEDIUM_CANONICAL
DRUG_000838,twosides,CID009571074,MEDIUM_CANONICAL
DRUG_000839,drugbank,DB01067,HIGH_EXACT
DRUG_000839,twosides,CID000003478,HIGH_EXACT
DRUG_000840,drugbank,DB01068,HIGH_EXACT
DRUG_000840,twosides,CID000002802,HIGH_EXACT
DRUG_000841,drugbank,DB01069,HIGH_EXACT
DRUG_000841,twosides,CID000004927,HIGH_EXACT
DRUG_000842,drugbank,DB01070,unmapped
DRUG_000843,drugbank,DB01071,unmapped
DRUG_000844,drugbank,DB01072,MEDIUM_CANONICAL
DRUG_000844,twosides,CID000148192,MEDIUM_CANONICAL
DRUG_000845,drugbank,DB01073,MEDIUM_CANONICAL
DRUG_000845,twosides,CID000003367,MEDIUM_CANONICAL
DRUG_000846,drugbank,DB01074,unmapped
DRUG_000847,drugbank,DB01075,unmapped
DRUG_000848,drugbank,DB01076,MEDIUM_CANONICAL
DRUG_000848,twosides,CID000002250,MEDIUM_CANONICAL
DRUG_000849,drugbank,DB01077,HIGH_EXACT
DRUG_000849,twosides,CID000003305,HIGH_EXACT
DRUG_000850,drugbank,DB01078,unmapped
DRUG_000851,drugbank,DB01080,unmapped
DRUG_000852,drugbank,DB01081,unmapped
DRUG_000853,drugbank,DB01082,unmapped
DRUG_000854,drugbank,DB01083,MEDIUM_CANONICAL
DRUG_000854,twosides,CID000004599,MEDIUM_CANONICAL
DRUG_000855,drugbank,DB01084,unmapped
DRUG_000856,drugbank,DB01085,MEDIUM_CANONICAL
DRUG_000856,twosides,CID000004819,MEDIUM_CANONICAL
DRUG_000857,drugbank,DB01086,unmapped
DRUG_000858,drugbank,DB01087,unmapped
DRUG_000859,drugbank,DB01088,MEDIUM_CANONICAL
DRUG_000859,twosides,CID005311181,MEDIUM_CANONICAL
DRUG_000860,drugbank,DB01089,unmapped
DRUG_000861,drugbank,DB01090,unmapped
DRUG_000862,drugbank,DB01091,unmapped
DRUG_000863,drugbank,DB01092,unmapped
DRUG_000864,drugbank,DB01093,unmapped
DRUG_000865,drugbank,DB01094,unmapped
DRUG_000866,drugbank,DB01095,MEDIUM_CANONICAL
DRUG_000866,twosides,CID000003403,MEDIUM_CANONICAL
DRUG_000867,drugbank,DB01096,unmapped
DRUG_000868,drugbank,DB01097,HIGH_EXACT
DRUG_000868,twosides,CID000003899,HIGH_EXACT
DRUG_000869,drugbank,DB01098,unmapped
DRUG_000870,drugbank,DB01099,unmapped
DRUG_000871,drugbank,DB01100,unmapped
DRUG_000872,drugbank,DB01101,MEDIUM_CANONICAL
DRUG_000872,twosides,CID000060953,MEDIUM_CANONICAL
DRUG_000873,drugbank,DB01102,unmapped
DRUG_000874,drugbank,DB01103,unmapped
DRUG_000875,drugbank,DB01104,MEDIUM_CANONICAL
DRUG_000875,twosides,CID000005203,MEDIUM_CANONICAL
DRUG_000876,drugbank,DB01105,HIGH_EXACT
DRUG_000876,twosides,CID000005210,HIGH_EXACT
DRUG_000877,drugbank,DB01106,unmapped
DRUG_000878,drugbank,DB01107,unmapped
DRUG_000879,drugbank,DB01108,unmapped
DRUG_000880,drugbank,DB01110,HIGH_EXACT
DRUG_000880,twosides,CID000004189,HIGH_EXACT
DRUG_000881,drugbank,DB01111,unmapped
DRUG_000882,drugbank,DB01112,unmapped
DRUG_000883,drugbank,DB01113,unmapped
DRUG_000884,drugbank,DB01114,HIGH_EXACT
DRUG_000884,twosides,CID000002725,HIGH_EXACT
DRUG_000885,drugbank,DB01115,HIGH_EXACT
DRUG_000885,twosides,CID000004485,HIGH_EXACT
DRUG_000886,drugbank,DB01116,unmapped
DRUG_000887,drugbank,DB01117,unmapped
DRUG_000888,drugbank,DB01118,unmapped
DRUG_000889,drugbank,DB01119,unmapped
DRUG_000890,drugbank,DB01120,unmapped
DRUG_000891,drugbank,DB01121,unmapped
DRUG_000892,drugbank,DB01122,unmapped
DRUG_000893,drugbank,DB01124,HIGH_EXACT
DRUG_000893,twosides,CID000005505,HIGH_EXACT
DRUG_000894,drugbank,DB01126,MEDIUM_CANONICAL
DRUG_000894,twosides,CID000152945,MEDIUM_CANONICAL
DRUG_000895,drugbank,DB01127,HIGH_EXACT
DRUG_000895,twosides,CID000003198,HIGH_EXACT
DRUG_000896,drugbank,DB01128,HIGH_EXACT
DRUG_000896,twosides,CID000002375,HIGH_EXACT
DRUG_000897,drugbank,DB01129,HIGH_EXACT
DRUG_000897,twosides,CID000005029,HIGH_EXACT
DRUG_000898,drugbank,DB01130,unmapped
DRUG_000899,drugbank,DB01131,unmapped
DRUG_000900,drugbank,DB01132,HIGH_EXACT
DRUG_000900,twosides,CID000004829,HIGH_EXACT
DRUG_000901,drugbank,DB01133,unmapped
DRUG_000902,drugbank,DB01135,unmapped
DRUG_000903,drugbank,DB01136,HIGH_EXACT
DRUG_000903,twosides,CID000002585,HIGH_EXACT
DRUG_000904,drugbank,DB01137,ambiguous
DRUG_000905,drugbank,DB01165,ambiguous
DRUG_000906,twosides,CID000004583,ambiguous
DRUG_000907,drugbank,DB01138,unmapped
DRUG_000908,drugbank,DB01139,unmapped
DRUG_000909,drugbank,DB01140,MEDIUM_CANONICAL
DRUG_000909,twosides,CID000002610,MEDIUM_CANONICAL
DRUG_000910,drugbank,DB01141,unmapped
DRUG_000911,drugbank,DB01142,HIGH_EXACT
DRUG_000911,twosides,CID000003158,HIGH_EXACT
DRUG_000912,drugbank,DB01143,HIGH_EXACT
DRUG_000912,twosides,CID000002141,HIGH_EXACT
DRUG_000913,drugbank,DB01144,unmapped
DRUG_000914,drugbank,DB01147,unmapped
DRUG_000915,drugbank,DB01149,HIGH_EXACT
DRUG_000915,twosides,CID000004449,HIGH_EXACT
DRUG_000916,drugbank,DB01150,MEDIUM_CANONICAL
DRUG_000916,twosides,CID000002646,MEDIUM_CANONICAL
DRUG_000917,drugbank,DB01151,HIGH_EXACT
DRUG_000917,twosides,CID000002995,HIGH_EXACT
DRUG_000918,drugbank,DB01153,unmapped
DRUG_000919,drugbank,DB01154,unmapped
DRUG_000920,drugbank,DB01155,MEDIUM_CANONICAL
DRUG_000920,twosides,CID000072938,MEDIUM_CANONICAL
DRUG_000921,drugbank,DB01156,HIGH_EXACT
DRUG_000921,twosides,CID000000444,HIGH_EXACT
DRUG_000922,drugbank,DB01157,unmapped
DRUG_000923,drugbank,DB01158,unmapped
DRUG_000924,drugbank,DB01159,HIGH_EXACT
DRUG_000924,twosides,CID000003562,HIGH_EXACT
DRUG_000925,drugbank,DB01160,unmapped
DRUG_000926,drugbank,DB01161,unmapped
DRUG_000927,drugbank,DB01162,HIGH_EXACT
DRUG_000927,twosides,CID000005401,HIGH_EXACT
DRUG_000928,drugbank,DB01164,unmapped
DRUG_000929,drugbank,DB01166,unmapped
DRUG_000930,drugbank,DB01167,MEDIUM_CANONICAL
DRUG_000930,twosides,CID000003793,MEDIUM_CANONICAL
DRUG_000931,drugbank,DB01168,unmapped
DRUG_000932,drugbank,DB01169,unmapped
DRUG_000933,drugbank,DB01170,unmapped
DRUG_000934,drugbank,DB01171,unmapped
DRUG_000935,drugbank,DB01172,MEDIUM_CANONICAL
DRUG_000935,twosides,CID000000815,MEDIUM_CANONICAL
DRUG_000936,drugbank,DB01173,HIGH_EXACT
DRUG_000936,twosides,CID000004601,HIGH_EXACT
DRUG_000937,drugbank,DB01174,unmapped
DRUG_000938,drugbank,DB01176,unmapped
DRUG_000939,drugbank,DB01177,unmapped
DRUG_000940,drugbank,DB01178,unmapped
DRUG_000941,drugbank,DB01179,unmapped
DRUG_000942,drugbank,DB01180,unmapped
DRUG_000943,drugbank,DB01181,HIGH_EXACT
DRUG_000943,twosides,CID000003690,HIGH_EXACT
DRUG_000944,drugbank,DB01182,HIGH_EXACT
DRUG_000944,twosides,CID000004932,HIGH_EXACT
DRUG_000945,drugbank,DB01183,MEDIUM_CANONICAL
DRUG_000945,twosides,CID000004425,MEDIUM_CANONICAL
DRUG_000946,drugbank,DB01184,unmapped
DRUG_000947,drugbank,DB01185,unmapped
DRUG_000948,drugbank,DB01186,MEDIUM_CANONICAL
DRUG_000948,twosides,CID000004745,MEDIUM_CANONICAL
DRUG_000949,drugbank,DB01188,HIGH_EXACT
DRUG_000949,twosides,CID000002749,HIGH_EXACT
DRUG_000950,drugbank,DB01189,HIGH_EXACT
DRUG_000950,twosides,CID000042113,HIGH_EXACT
DRUG_000951,drugbank,DB01190,MEDIUM_CANONICAL
DRUG_000951,twosides,CID000002786,MEDIUM_CANONICAL
DRUG_000952,drugbank,DB01191,unmapped
DRUG_000953,drugbank,DB01192,unmapped
DRUG_000954,drugbank,DB01193,HIGH_EXACT
DRUG_000954,twosides,CID000001978,HIGH_EXACT
DRUG_000955,drugbank,DB01194,MEDIUM_CANONICAL
DRUG_000955,twosides,CID000068844,MEDIUM_CANONICAL
DRUG_000956,drugbank,DB01195,unmapped
DRUG_000957,drugbank,DB01196,unmapped
DRUG_000958,drugbank,DB01197,MEDIUM_CANONICAL
DRUG_000958,twosides,CID000002550,MEDIUM_CANONICAL
DRUG_000959,drugbank,DB01199,unmapped
DRUG_000960,drugbank,DB01200,unmapped
DRUG_000961,drugbank,DB01201,unmapped
DRUG_000962,drugbank,DB01202,MEDIUM_CANONICAL
DRUG_000962,twosides,CID000059708,MEDIUM_CANONICAL
DRUG_000963,drugbank,DB01203,MEDIUM_CANONICAL
DRUG_000963,twosides,CID000004411,MEDIUM_CANONICAL
DRUG_000964,drugbank,DB01204,HIGH_EXACT
DRUG_000964,twosides,CID000004212,HIGH_EXACT
DRUG_000965,drugbank,DB01205,HIGH_EXACT
DRUG_000965,twosides,CID000003373,HIGH_EXACT
DRUG_000966,drugbank,DB01206,unmapped
DRUG_000967,drugbank,DB01207,unmapped
DRUG_000968,drugbank,DB01208,unmapped
DRUG_000969,drugbank,DB01209,unmapped
DRUG_000970,drugbank,DB01210,MEDIUM_CANONICAL
DRUG_000970,twosides,CID000003914,MEDIUM_CANONICAL
DRUG_000971,drugbank,DB01211,MEDIUM_CANONICAL
DRUG_000971,twosides,CID000054688,MEDIUM_CANONICAL
DRUG_000972,drugbank,DB01212,unmapped
DRUG_000973,drugbank,DB01213,unmapped
DRUG_000974,drugbank,DB01214,unmapped
DRUG_000975,drugbank,DB01215,HIGH_EXACT
DRUG_000975,twosides,CID000003261,HIGH_EXACT
DRUG_000976,drugbank,DB01216,MEDIUM_CANONICAL
DRUG_000976,twosides,CID000003350,MEDIUM_CANONICAL
DRUG_000977,drugbank,DB01217,HIGH_EXACT
DRUG_000977,twosides,CID000002187,HIGH_EXACT
DRUG_000978,drugbank,DB01218,unmapped
DRUG_000979,drugbank,DB01219,unmapped
DRUG_000980,drugbank,DB01220,MEDIUM_CANONICAL
DRUG_000980,twosides,CID006436173,MEDIUM_CANONICAL
DRUG_000981,drugbank,DB01221,HIGH_EXACT
DRUG_000981,twosides,CID000003821,HIGH_EXACT
DRUG_000982,drugbank,DB01222,MEDIUM_CANONICAL
DRUG_000982,twosides,CID000002462,MEDIUM_CANONICAL
DRUG_000983,drugbank,DB01223,HIGH_EXACT
DRUG_000983,twosides,CID000009433,HIGH_EXACT
DRUG_000984,drugbank,DB01224,HIGH_EXACT
DRUG_000984,twosides,CID000005002,HIGH_EXACT
DRUG_000985,drugbank,DB01226,unmapped
DRUG_000986,drugbank,DB01227,unmapped
DRUG_000987,drugbank,DB01228,unmapped
DRUG_000988,drugbank,DB01229,MEDIUM_CANONICAL
DRUG_000988,twosides,CID000004666,MEDIUM_CANONICAL
DRUG_000989,drugbank,DB01232,MEDIUM_CANONICAL
DRUG_000989,twosides,CID000060787,MEDIUM_CANONICAL
DRUG_000990,drugbank,DB01233,HIGH_EXACT
DRUG_000990,twosides,CID000004168,HIGH_EXACT
DRUG_000991,drugbank,DB01235,unmapped
DRUG_000992,drugbank,DB01236,HIGH_EXACT
DRUG_000992,twosides,CID000005206,HIGH_EXACT
DRUG_000993,drugbank,DB01238,HIGH_EXACT
DRUG_000993,twosides,CID000060795,HIGH_EXACT
DRUG_000994,drugbank,DB01239,unmapped
DRUG_000995,drugbank,DB01240,MEDIUM_CANONICAL
DRUG_000995,twosides,CID000000159,MEDIUM_CANONICAL
DRUG_000996,drugbank,DB01241,HIGH_EXACT
DRUG_000996,twosides,CID000003463,HIGH_EXACT
DRUG_000997,drugbank,DB01242,HIGH_EXACT
DRUG_000997,twosides,CID000002801,HIGH_EXACT
DRUG_000998,drugbank,DB01243,unmapped
DRUG_000999,drugbank,DB01244,unmapped
DRUG_001000,drugbank,DB01245,unmapped
DRUG_001001,drugbank,DB01246,unmapped
DRUG_001002,drugbank,DB01247,unmapped
DRUG_001003,drugbank,DB01248,MEDIUM_CANONICAL
DRUG_001003,twosides,CID000003143,MEDIUM_CANONICAL
DRUG_001004,drugbank,DB01249,HIGH_EXACT
DRUG_001004,twosides,CID000003724,HIGH_EXACT
DRUG_001005,drugbank,DB01250,unmapped
DRUG_001006,drugbank,DB01251,unmapped
DRUG_001007,drugbank,DB01252,unmapped
DRUG_001008,drugbank,DB01253,unmapped
DRUG_001009,drugbank,DB01254,HIGH_EXACT
DRUG_001009,twosides,CID003062316,HIGH_EXACT
DRUG_001010,drugbank,DB01255,unmapped
DRUG_001011,drugbank,DB01256,unmapped
DRUG_001012,drugbank,DB01259,unmapped
DRUG_001013,drugbank,DB01260,MEDIUM_CANONICAL
DRUG_001013,twosides,CID000012536,MEDIUM_CANONICAL
DRUG_001014,drugbank,DB01261,unmapped
DRUG_001015,drugbank,DB01262,unmapped
DRUG_001016,drugbank,DB01263,MEDIUM_CANONICAL
DRUG_001016,twosides,CID000147912,MEDIUM_CANONICAL
DRUG_001017,drugbank,DB01264,MEDIUM_CANONICAL
DRUG_001017,twosides,CID000213039,MEDIUM_CANONICAL
DRUG_001018,drugbank,DB01267,HIGH_EXACT
DRUG_001018,twosides,CID000115237,HIGH_EXACT
DRUG_001019,drugbank,DB01268,MEDIUM_CANONICAL
DRUG_001019,twosides,CID005329102,MEDIUM_CANONICAL
DRUG_001020,drugbank,DB01273,HIGH_EXACT
DRUG_001020,twosides,CID000170361,HIGH_EXACT
DRUG_001021,drugbank,DB01275,HIGH_EXACT
DRUG_001021,twosides,CID000003637,HIGH_EXACT
DRUG_001022,drugbank,DB01280,unmapped
DRUG_001023,drugbank,DB01282,unmapped
DRUG_001024,drugbank,DB01283,unmapped
DRUG_001025,drugbank,DB01284,unmapped
DRUG_001026,drugbank,DB01288,unmapped
DRUG_001027,drugbank,DB01289,unmapped
DRUG_001028,drugbank,DB01291,HIGH_EXACT
DRUG_001028,twosides,CID000004845,HIGH_EXACT
DRUG_001029,drugbank,DB01294,unmapped
DRUG_001030,drugbank,DB01295,unmapped
DRUG_001031,drugbank,DB01296,unmapped
DRUG_001032,drugbank,DB01297,unmapped
DRUG_001033,drugbank,DB01298,unmapped
DRUG_001034,drugbank,DB01299,unmapped
DRUG_001035,drugbank,DB01301,unmapped
DRUG_001036,drugbank,DB01303,unmapped
DRUG_001037,drugbank,DB01319,MEDIUM_CANONICAL
DRUG_001037,twosides,CID000131536,MEDIUM_CANONICAL
DRUG_001038,drugbank,DB01320,HIGH_EXACT
DRUG_001038,twosides,CID000056339,HIGH_EXACT
DRUG_001039,drugbank,DB01321,unmapped
DRUG_001040,drugbank,DB01324,unmapped
DRUG_001041,drugbank,DB01325,unmapped
DRUG_001042,drugbank,DB01326,unmapped
DRUG_001043,drugbank,DB01327,unmapped
DRUG_001044,drugbank,DB01328,unmapped
DRUG_001045,drugbank,DB01329,unmapped
